,sign,count,geometry
76822,Stop,3.0,POINT (-114.15131036656827 51.03980935798266)
76823,Yield,1.0,POINT (-114.00974066018914 50.95960811892886)
76839,Stop,2.0,POINT (-114.15671203122203 50.892042856743764)
76852,Stop,3.0,POINT (-113.92690913269345 51.116700666504336)
76854,Stop,3.0,POINT (-114.26662563132457 51.08563434430506)
76876,Stop,3.0,POINT (-114.14733556149366 51.10414294966427)
76911,Stop,3.0,POINT (-114.12384538084956 51.02526583847123)
76922,Stop,4.0,POINT (-114.07643701943194 51.00414244398743)
76924,Stop,0.0,POINT (-114.01751901351035 51.03788540522272)
76935,Yield,3.0,POINT (-114.2663046780927 51.09232076746048)
76962,Yield,3.0,POINT (-114.09022028008576 50.89809909984237)
76965,Yield,1.0,POINT (-114.08977998553509 50.925490932825035)
76979,Stop,3.0,POINT (-114.02530169553606 51.04091644403205)
76986,Stop,3.0,POINT (-114.03457248868136 51.00983957430746)
77016,Yield,1.0,POINT (-114.12784236748384 51.039506293863866)
77032,Stop,3.0,POINT (-114.11813792151125 51.16359050170703)
77038,Yield,3.0,POINT (-114.10935577853714 50.89977063687824)
77039,Stop,1.0,POINT (-114.01051667097093 51.06730364774245)
77047,Stop,3.0,POINT (-114.05832326479732 51.01968500648128)
77062,Stop,3.0,POINT (-113.95511474877162 50.92306671099164)
77079,Stop,4.0,POINT (-114.21390253206243 51.092277627562886)
77081,Stop,3.0,POINT (-114.05565583404244 51.02154975567458)
77097,Stop,1.0,POINT (-114.07800066024642 51.03168375942565)
77102,Yield,2.0,POINT (-114.09787357583642 51.143618625714645)
77103,Stop,3.0,POINT (-114.12819571337221 51.033304923389515)
77114,Stop,1.0,POINT (-114.15912294332807 51.07735222858033)
77116,Yield,3.0,POINT (-114.24389101918892 51.11935487989442)
77126,Yield,3.0,POINT (-114.01122447922384 51.05226616082884)
77141,Stop,1.0,POINT (-114.14249199408391 51.03147733992826)
77151,Stop,1.0,POINT (-113.96587494070928 51.04685830063967)
77153,Yield,2.0,POINT (-114.09694013160471 50.91358240425671)
77158,Stop,1.0,POINT (-114.11272805409749 51.05634857647129)
77160,Stop,3.0,POINT (-114.1053209056383 51.051140558126285)
77161,Yield,0.0,POINT (-114.23561331625334 51.14150163517976)
77162,Stop,3.0,POINT (-114.2384511367134 51.11302293177756)
77170,Yield,3.0,POINT (-114.18454389400866 51.0137190566938)
77171,Stop,3.0,POINT (-114.00418538256275 51.05257912462224)
77177,Yield,3.0,POINT (-113.98801685306255 50.91143027264553)
77189,Yield,3.0,POINT (-114.16126693304913 51.14186049518719)
77205,Stop,1.0,POINT (-114.0523297254368 51.07160373851258)
77211,Stop,3.0,POINT (-114.10644921625979 51.06186437484387)
77221,Stop,3.0,POINT (-114.01466333879387 51.07704120624784)
77230,Stop,4.0,POINT (-114.05209243748617 50.96218228405148)
77269,Yield,3.0,POINT (-113.95345708920293 50.92275190292767)
77272,Yield,3.0,POINT (-113.93161497545752 51.13204994535046)
77281,Stop,1.0,POINT (-114.04392242972469 51.04101982502797)
77283,Yield,3.0,POINT (-114.22533240662091 51.15270424928427)
77291,Stop,4.0,POINT (-114.08805740352688 51.02565290445574)
77292,Yield,1.0,POINT (-114.12187922384345 51.17354760198412)
77301,Stop,2.0,POINT (-113.93214849620537 51.08169731171666)
77308,Stop,3.0,POINT (-114.23725884333972 51.12888507413593)
77316,Yield,3.0,POINT (-114.0758782010883 51.169313495988156)
77317,Yield,1.0,POINT (-114.18313012184004 51.14411981486974)
77318,Stop,3.0,POINT (-113.9657499001231 51.03459942727642)
77329,Yield,3.0,POINT (-114.01389347857754 51.05778917965885)
77345,Yield,3.0,POINT (-114.18165974818496 51.1443043167875)
77371,Yield,3.0,POINT (-114.0561788021272 51.18566733368871)
77376,Stop,3.0,POINT (-114.2072351808544 51.12048599439436)
77379,Yield,3.0,POINT (-113.98288663156248 50.90256716009093)
77397,Stop,3.0,POINT (-114.1555844463678 51.03870689735132)
77409,Yield,1.0,POINT (-114.0528684920529 50.97929594378034)
77419,Stop,4.0,POINT (-114.08093062573063 51.020046430560456)
77423,Stop,3.0,POINT (-114.18355137025354 51.12868158238545)
77428,Yield,1.0,POINT (-114.11782108275737 51.00097996698139)
77429,Stop,3.0,POINT (-114.03850400245145 50.99623572520212)
77442,Stop,3.0,POINT (-114.06704530871794 51.0160148231011)
77461,Yield,1.0,POINT (-113.95888431254093 51.081652896201184)
77492,Stop,2.0,POINT (-114.01558053101455 51.06882494831082)
77501,Stop,4.0,POINT (-114.13279533931356 50.99871084777662)
77506,Stop,0.0,POINT (-114.08980639979681 51.128037305418815)
77526,Stop,3.0,POINT (-114.11895926505117 51.146876049283215)
77528,Yield,1.0,POINT (-113.9812105558607 51.12507750417765)
77533,Stop,2.0,POINT (-114.16464142697215 51.07271473924161)
77535,Stop,3.0,POINT (-114.08290194964006 51.009731871937674)
77539,Stop,3.0,POINT (-114.0543645158077 51.161075671710265)
77545,Stop,3.0,POINT (-114.24947968324271 51.137626578930636)
77546,Stop,1.0,POINT (-114.18075263366359 51.08052089501816)
77557,Yield,2.0,POINT (-113.93114296718173 51.04201787462682)
77559,Yield,1.0,POINT (-113.95806062712138 51.09125234574964)
77562,Yield,0.0,POINT (-114.11348614565415 51.04494537134427)
77568,Stop,3.0,POINT (-114.00157114744935 50.98492716113612)
77570,Stop,3.0,POINT (-114.07173206796408 51.07137029212815)
77572,Stop,1.0,POINT (-114.12248620483902 51.02844799724162)
77624,Stop,3.0,POINT (-113.97420315548193 51.03615713088485)
77625,Yield,3.0,POINT (-114.16879669207599 51.04416317379588)
77634,Yield,3.0,POINT (-114.22894022882386 51.147672692259896)
77648,Yield,1.0,POINT (-114.00119609202137 50.953873987476214)
77654,Stop,1.0,POINT (-114.13610400158737 51.07163039031155)
77664,Yield,3.0,POINT (-114.08294828152121 50.89669649925765)
77669,Yield,4.0,POINT (-114.01515577259106 50.95374090949921)
77671,Yield,3.0,POINT (-114.02002146139397 50.96384627054228)
77688,Stop,1.0,POINT (-114.04579854283618 51.054600267706995)
77704,Yield,3.0,POINT (-114.25402805909079 51.11866395100522)
77708,Stop,3.0,POINT (-114.06229042135901 51.08504818322318)
77721,Stop,3.0,POINT (-114.06150612939382 50.94644844304471)
77731,Yield,1.0,POINT (-114.11543500374519 51.01838459114948)
77732,Yield,3.0,POINT (-114.10578677669142 50.9197686264963)
77735,Yield,3.0,POINT (-113.9547463737751 51.035676111200914)
77742,Yield,1.0,POINT (-114.11919571440708 51.01508642971597)
77771,Yield,4.0,POINT (-114.21334401879065 51.10977295340409)
77772,Stop,2.0,POINT (-114.08640062560175 50.89402025444948)
77774,Stop,4.0,POINT (-113.96597491740829 51.03938174446294)
77787,Stop,3.0,POINT (-113.97411867412933 51.05635888127422)
77812,Stop,3.0,POINT (-114.10931226883761 51.00763497560069)
77817,Stop,3.0,POINT (-114.14453750174371 51.03168573136456)
77833,Stop,3.0,POINT (-114.06235956744885 51.07970341454175)
77840,Yield,3.0,POINT (-114.1718267430947 51.17238336186921)
77845,Stop,1.0,POINT (-113.98004114946785 51.04236456655321)
77858,Yield,3.0,POINT (-114.25240107922225 51.11605448059653)
77888,Yield,3.0,POINT (-114.01551857088756 50.88376057281273)
77889,Stop,1.0,POINT (-114.10781405925867 51.05209508222577)
77891,Stop,3.0,POINT (-113.9840882484401 50.91548825705713)
77900,Yield,3.0,POINT (-114.06427265411457 51.15184457884495)
77910,Yield,0.0,POINT (-114.02236669672915 51.15417549817016)
77916,Yield,3.0,POINT (-114.06013645637928 50.97675529596762)
77930,Stop,3.0,POINT (-113.95388879513939 51.11867267811479)
77945,Yield,3.0,POINT (-114.02470191018988 50.939837841593786)
77951,Stop,5.0,POINT (-113.99314585092556 51.06494426026285)
77960,Yield,3.0,POINT (-114.02108249771713 51.00010305461285)
77961,Stop,3.0,POINT (-114.23173639783391 51.1430868005442)
77976,Yield,3.0,POINT (-113.95464051751533 51.122728149295)
77981,Yield,3.0,POINT (-114.1246235754242 50.908189181797695)
77983,Stop,3.0,POINT (-114.06780756246911 50.998873883915714)
77986,Yield,3.0,POINT (-114.15690760495362 51.16034986852416)
78006,Stop,2.0,POINT (-114.09713000275961 51.04043492625873)
78022,Yield,4.0,POINT (-114.02152190080896 50.97816769341204)
78026,Yield,1.0,POINT (-114.04256896462942 50.96649831626875)
78050,Yield,3.0,POINT (-114.0742326428611 51.063799695498375)
78067,Yield,3.0,POINT (-114.19491078787257 51.01826834818741)
78091,Yield,3.0,POINT (-113.92324837232825 50.89825970030779)
78115,Yield,3.0,POINT (-113.9820230150839 50.8701800727483)
78119,Stop,3.0,POINT (-114.16743738574974 51.1341343601969)
78124,Yield,1.0,POINT (-114.07453123399205 51.06382233845454)
78137,Yield,1.0,POINT (-114.01005317621915 51.150643940753184)
78142,Yield,1.0,POINT (-114.07327565554937 51.06538838891703)
78153,Yield,1.0,POINT (-114.11830850486872 50.94643295547022)
78158,Stop,0.0,POINT (-113.98076092735836 51.125259487733445)
78166,Stop,3.0,POINT (-113.97016226682435 51.03937235341485)
78168,Yield,3.0,POINT (-114.20404902149181 51.139452665555154)
78171,Yield,3.0,POINT (-114.23036599537005 51.153467062285564)
78177,Stop,1.0,POINT (-114.11057295858491 51.05641017298307)
78186,Yield,3.0,POINT (-114.24128659220577 51.12242114521534)
78192,Yield,5.0,POINT (-114.06524547598035 51.16361364631017)
78200,Yield,3.0,POINT (-114.146615056193 51.18116526239616)
78201,Stop,3.0,POINT (-114.01023364785213 50.94643668820429)
78207,Stop,1.0,POINT (-114.11309748681305 51.05196084415778)
78227,Stop,3.0,POINT (-114.09490650682059 51.06107154506679)
78236,Stop,3.0,POINT (-114.21541779489664 51.12253968908411)
78277,Stop,2.0,POINT (-113.96564172342052 51.11233954921673)
78278,Stop,1.0,POINT (-114.14094002239293 51.01779617468725)
78286,Yield,3.0,POINT (-114.05040359062461 50.89687260053507)
78295,Yield,3.0,POINT (-114.01424805240585 50.985162659755936)
78297,Stop,3.0,POINT (-114.19339213955415 51.11940948134279)
78302,Stop,3.0,POINT (-114.11734044316115 50.9080142197876)
78333,Stop,1.0,POINT (-114.14622557950479 51.03517501106413)
78359,Yield,3.0,POINT (-114.1830918670404 51.10899471319905)
78367,Yield,3.0,POINT (-114.18944468362895 51.027074034343634)
78371,Stop,2.0,POINT (-114.19933326872491 51.05956140614211)
78382,Yield,3.0,POINT (-114.07739253284949 50.91885762730297)
78391,Stop,3.0,POINT (-114.03487262346714 51.04046778436592)
78393,Stop,3.0,POINT (-114.03644559705175 50.90778777623534)
78399,Stop,3.0,POINT (-114.04847455430482 51.073267787767655)
78411,Stop,3.0,POINT (-114.16134960877157 51.0216595412279)
78415,Yield,4.0,POINT (-114.20548691554264 51.0217061974407)
78419,Stop,1.0,POINT (-114.07562928142458 51.06378270597753)
78428,Stop,3.0,POINT (-114.1746660236388 51.08055444694592)
78430,Yield,3.0,POINT (-114.15784530009955 51.012283545185376)
78437,Yield,4.0,POINT (-114.06273149253015 51.17148920416603)
78444,Yield,3.0,POINT (-114.13951860290086 51.140352893968384)
78454,Stop,4.0,POINT (-113.99182067732984 51.03065058556572)
78462,Stop,3.0,POINT (-113.98227945202328 50.99407966467303)
78475,Stop,3.0,POINT (-114.12970403071148 51.040523606950046)
78485,Stop,2.0,POINT (-113.99335169966612 51.06521531524995)
78494,Stop,3.0,POINT (-113.99177549947075 51.02699137884513)
78523,Yield,4.0,POINT (-113.99881136643599 50.94665746089725)
78524,Yield,3.0,POINT (-114.07417389330064 51.06546452345951)
78540,Yield,0.0,POINT (-114.06741968741301 51.163043398296615)
78552,Yield,1.0,POINT (-113.943660386959 50.89665856704333)
78567,Stop,3.0,POINT (-114.15090663929023 51.12511977390123)
78570,Yield,3.0,POINT (-114.17337375021906 51.121801416389765)
78583,Stop,0.0,POINT (-114.06771010144074 51.162932302198826)
78602,Yield,1.0,POINT (-114.18886756531455 51.02077119773919)
78603,Stop,2.0,POINT (-113.9656388414027 51.039247188370084)
78606,Stop,2.0,POINT (-114.21313994497982 51.09073676165699)
78608,Stop,2.0,POINT (-113.96267805502242 51.085764114354696)
78639,Yield,3.0,POINT (-113.93776367253713 50.910570585177545)
78654,Stop,1.0,POINT (-113.96565806379074 51.03615334836281)
78658,Stop,3.0,POINT (-114.27160030742307 51.085600069736486)
78681,Yield,1.0,POINT (-114.10362774278252 51.009655192907566)
78683,Stop,2.0,POINT (-114.09099855722846 50.99394098403007)
78691,Stop,3.0,POINT (-114.0429599645413 51.05315994012039)
78695,Yield,3.0,POINT (-114.15163612966185 51.05245001061202)
78706,Stop,1.0,POINT (-114.0647457116087 51.1005184352142)
78707,Stop,1.0,POINT (-113.96586008737484 51.033292321090116)
78726,Stop,3.0,POINT (-113.9544120090384 50.9172677645232)
78736,Yield,3.0,POINT (-114.07192076090493 50.884140103538854)
78740,Stop,3.0,POINT (-114.10926406218854 51.15134304587427)
78743,Yield,4.0,POINT (-114.07518405411967 50.882585442105025)
78745,Yield,1.0,POINT (-113.98278115448348 50.989644655850284)
78752,Stop,2.0,POINT (-114.0338831574705 51.05316724329652)
78768,Stop,3.0,POINT (-114.03627441193592 51.055939069829144)
78774,Stop,1.0,POINT (-114.0997891883596 51.0715398619768)
78776,Yield,3.0,POINT (-114.12467226070554 50.91514245182486)
78787,Yield,3.0,POINT (-114.10004888867456 50.90799623431731)
78792,Yield,1.0,POINT (-113.9381016225527 50.90245085677223)
78798,Stop,2.0,POINT (-114.07921549909501 51.031310213555294)
78802,Yield,0.0,POINT (-114.0768698295037 50.99468487188354)
78812,Stop,2.0,POINT (-114.15726209343633 51.135908204146176)
78815,Stop,1.0,POINT (-114.15951104467874 51.10423452040103)
78827,Stop,2.0,POINT (-114.06507473919118 51.07886781822534)
78829,Stop,3.0,POINT (-114.11454001896769 51.071980473256524)
78841,Yield,1.0,POINT (-114.08991099742227 51.067986382753276)
78851,Yield,2.0,POINT (-114.24525058301802 51.14898847125817)
78853,Stop,2.0,POINT (-114.08068276888403 51.01996731485096)
78863,Yield,3.0,POINT (-114.14007918309902 51.06362395257145)
78881,Yield,3.0,POINT (-114.20528827327172 51.113366365301566)
78890,Yield,3.0,POINT (-114.03833924672479 50.897750616166704)
78893,Stop,0.0,POINT (-114.13101434869665 51.068256312953125)
78913,Stop,1.0,POINT (-114.07404154158259 51.01391741003133)
78919,Yield,1.0,POINT (-114.07964516012049 50.966666377038976)
78930,Yield,1.0,POINT (-114.2232023847136 51.12045613137611)
78934,Stop,3.0,POINT (-114.10573103242629 51.05433888083112)
78939,Stop,3.0,POINT (-113.93544868625527 51.040446197119934)
78952,Stop,3.0,POINT (-114.10338272151222 51.063262290316175)
78969,Yield,3.0,POINT (-114.22489113605346 51.13838471285706)
78971,Yield,3.0,POINT (-114.21178651666457 51.01787960934857)
78972,Stop,3.0,POINT (-114.09783418990915 51.01808677438834)
78976,Yield,1.0,POINT (-113.98694655893381 50.91163795404981)
78979,Stop,3.0,POINT (-114.03674377548991 50.888972061645084)
79007,Yield,1.0,POINT (-114.2052340065676 51.058864552597505)
79012,Yield,1.0,POINT (-114.17903411597041 51.12388852337406)
79013,Stop,3.0,POINT (-114.1995318552683 51.028602174001314)
79020,Stop,3.0,POINT (-113.97590523362281 51.04086643385304)
79025,Stop,3.0,POINT (-113.97003453947377 50.98490645389682)
79029,Stop,3.0,POINT (-114.0837762506263 51.03236100823218)
79037,Yield,1.0,POINT (-114.05211547635766 51.01723992003101)
79040,Stop,3.0,POINT (-114.17479009897072 51.13089320959748)
79043,Yield,1.0,POINT (-113.97666026596609 51.01272295827349)
79050,Stop,1.0,POINT (-114.12392917763198 51.031551282915935)
79054,Yield,3.0,POINT (-113.95769517772031 51.10560463073305)
79067,Yield,3.0,POINT (-114.08690937618292 51.169990188846604)
79086,Stop,1.0,POINT (-114.09455193997968 50.94153461644327)
79091,Stop,4.0,POINT (-113.97617991181242 50.98731231829119)
79099,Yield,3.0,POINT (-114.25333535033732 51.11921828486302)
79110,Yield,3.0,POINT (-114.24395586059462 51.12943656015107)
79111,Yield,0.0,POINT (-114.06042519367331 51.043170518502436)
79115,Stop,3.0,POINT (-114.12629274117647 50.92293465779271)
79120,Yield,3.0,POINT (-114.18629996775675 51.146985343378375)
79139,Yield,3.0,POINT (-114.04465700315023 50.89733151954053)
79142,Yield,3.0,POINT (-114.09692564002212 51.14448801366793)
79168,Stop,2.0,POINT (-114.0698191134312 50.9895623764252)
79183,Stop,3.0,POINT (-114.10817910796357 51.05195730642554)
79188,Stop,4.0,POINT (-114.19152983145308 51.110341485628744)
79190,Stop,1.0,POINT (-114.12248312806413 51.02666501384906)
79196,Yield,3.0,POINT (-114.09834661560033 51.1303726620992)
79205,Stop,3.0,POINT (-113.96717664939177 51.00361530303792)
79209,Yield,3.0,POINT (-114.07932817555279 50.970449606352304)
79210,Stop,2.0,POINT (-114.01898992799507 50.918360257055156)
79215,Yield,3.0,POINT (-113.95279508071057 51.08338270341591)
79230,Stop,0.0,POINT (-113.92905688098969 50.89218771087048)
79232,Yield,2.0,POINT (-113.9809389787993 50.941152656485)
79234,Yield,3.0,POINT (-114.24495004829654 51.13423113073278)
79236,Stop,4.0,POINT (-113.93150018556656 51.08399530061052)
79247,Stop,4.0,POINT (-114.14030171811628 50.89196188778601)
79257,Yield,3.0,POINT (-114.24630113470852 51.12816709985214)
79259,Stop,1.0,POINT (-114.04549964943934 51.05242726075225)
79266,Yield,3.0,POINT (-114.02860071179823 50.90216583189283)
79269,Yield,3.0,POINT (-114.11250098451869 51.01920762955039)
79270,Yield,3.0,POINT (-114.19508121349857 51.14553232437061)
79298,Stop,1.0,POINT (-114.08290287041214 51.011623249794305)
79304,Stop,2.0,POINT (-113.98684148532271 50.91355868197615)
79308,Yield,3.0,POINT (-113.98932936164297 51.0095476474431)
79331,Yield,3.0,POINT (-113.99317734109762 50.890210490928204)
79333,Yield,1.0,POINT (-114.06945879458696 51.14264641802396)
79338,Yield,3.0,POINT (-114.03965769212405 51.1685895928015)
79341,Stop,2.0,POINT (-114.04843830172513 51.05621974126413)
79350,Stop,1.0,POINT (-114.14979003590891 51.026894917069015)
79358,Stop,1.0,POINT (-114.12800188062351 51.02840466080089)
79361,Yield,1.0,POINT (-114.1564038345326 51.0816258218225)
79365,Yield,1.0,POINT (-114.04427611836923 51.05499662843637)
79369,Stop,2.0,POINT (-114.13546627401784 51.00204293965126)
79370,Stop,3.0,POINT (-114.20195236273973 51.08702322895414)
79373,Yield,4.0,POINT (-114.18997892191365 51.02323075265422)
79383,Stop,3.0,POINT (-114.24270272804219 51.114340700458605)
79395,Yield,3.0,POINT (-114.21160575846794 51.11372774913808)
79398,Stop,1.0,POINT (-113.96707313180646 51.0346174373696)
79399,Yield,0.0,POINT (-114.05312083026918 50.91339703183916)
79409,Yield,0.0,POINT (-114.01325341989289 51.15451313581907)
79422,Stop,2.0,POINT (-114.09121865318808 50.98102063378728)
79429,Yield,1.0,POINT (-113.95905463591198 50.883612529317695)
79430,Yield,3.0,POINT (-114.08123830857375 51.171134538913805)
79439,Yield,3.0,POINT (-114.11228186876997 51.018448603308805)
79458,Stop,3.0,POINT (-114.20133231700329 51.11363158010682)
79472,Stop,1.0,POINT (-114.10822184266537 51.05622155494157)
79477,Stop,4.0,POINT (-114.13511934588678 51.00212323285692)
79484,Yield,0.0,POINT (-114.08720055678307 51.05228554616438)
79488,Yield,1.0,POINT (-114.05972888194995 50.98024060038967)
79505,Stop,3.0,POINT (-114.00151720560764 50.97778725369953)
79514,Stop,2.0,POINT (-114.04045042258664 51.051566365443975)
79525,Stop,3.0,POINT (-114.09060065993262 51.024204535816914)
79552,Stop,3.0,POINT (-114.06517031698209 51.10252494911667)
79558,Stop,3.0,POINT (-114.11764055275833 51.054449450496655)
79562,Stop,4.0,POINT (-113.95282652720826 51.073467703241484)
79563,Yield,3.0,POINT (-114.09681323872437 50.905913034102014)
79566,Yield,1.0,POINT (-113.97924375323676 51.16534502622797)
79567,Stop,0.0,POINT (-114.02476399951277 51.212429468815145)
79615,Stop,3.0,POINT (-114.14250596365919 51.041392855366695)
79626,Stop,3.0,POINT (-114.1498222674289 51.1606611581361)
79632,Yield,3.0,POINT (-114.17368580446384 51.17324400756607)
79653,Stop,2.0,POINT (-114.10954145605623 51.02330324480758)
79654,Stop,2.0,POINT (-114.11453449256284 51.02485236899698)
79662,Yield,1.0,POINT (-114.08944210712293 50.92113960630875)
79666,Yield,4.0,POINT (-114.1207275765821 51.14918577436158)
79704,Stop,1.0,POINT (-113.97605446409057 51.12511233808296)
79719,Yield,1.0,POINT (-114.01287156616084 50.86326824614186)
79724,Stop,4.0,POINT (-114.09468177815724 51.02025934103881)
79726,Yield,4.0,POINT (-114.26559642924076 51.09981643405569)
79737,Yield,3.0,POINT (-113.95426531426178 50.91576319797907)
79746,Stop,3.0,POINT (-114.07688808413512 50.89929818920294)
79768,Yield,3.0,POINT (-114.07122524508414 50.999097790347626)
79771,Yield,3.0,POINT (-114.18355647940587 51.10821832956402)
79776,Yield,1.0,POINT (-114.04060388993338 50.88421080515954)
79784,Stop,3.0,POINT (-114.09708684333788 51.07416485952037)
79787,Stop,1.0,POINT (-113.96871645934732 51.036417687510934)
79798,Stop,3.0,POINT (-114.10570997405493 51.05014204244336)
79799,Stop,1.0,POINT (-114.05407166495722 51.09740005663275)
79800,Yield,3.0,POINT (-114.11464111227338 50.97471810054292)
79812,Yield,3.0,POINT (-114.20059770354125 51.01380989616754)
79816,Stop,3.0,POINT (-114.0000905810925 50.988631946824604)
79818,Yield,3.0,POINT (-114.21444166933973 51.04808057830772)
79834,Stop,3.0,POINT (-114.10925432042649 51.024957989667946)
79852,Yield,3.0,POINT (-114.09152006934323 50.90305842453202)
79855,Stop,1.0,POINT (-114.08334703165097 50.98026702411603)
79863,Stop,3.0,POINT (-114.1127499440718 51.052083686504474)
79865,Yield,3.0,POINT (-114.25439861578751 51.15194209930824)
79875,Yield,3.0,POINT (-114.07767024840496 50.961404383235944)
79884,Yield,3.0,POINT (-114.08402893401042 51.062410038156834)
79886,Yield,4.0,POINT (-114.10080570156363 50.9207286631399)
79887,Yield,1.0,POINT (-114.07723170491006 51.028068941061875)
79899,Stop,1.0,POINT (-113.96566225622288 51.03461112509029)
79906,Yield,3.0,POINT (-114.20874254762909 51.05071006651392)
79907,Yield,1.0,POINT (-114.01493401471888 51.03434288437308)
79909,Yield,1.0,POINT (-113.93276876222662 51.05347904808565)
79911,Stop,3.0,POINT (-114.1359854531959 51.15594560174281)
79918,Yield,4.0,POINT (-113.98111697763763 50.914992415977515)
79919,Yield,3.0,POINT (-114.11802253267533 50.89899131006122)
79920,Stop,3.0,POINT (-114.24394194031395 51.135008418173264)
79929,Stop,2.0,POINT (-114.14588666551754 51.12908645690388)
79935,Yield,3.0,POINT (-114.03889831546944 50.9091873269254)
79950,Yield,3.0,POINT (-114.19018427442086 51.02157075640691)
79957,Yield,3.0,POINT (-114.04617665053895 50.95032625585747)
79979,Stop,0.0,POINT (-114.20070301967493 51.12210927762567)
79981,Yield,1.0,POINT (-114.08992581210627 50.90377169465553)
79991,Yield,4.0,POINT (-114.19571462867562 51.14504211755412)
79999,Stop,3.0,POINT (-114.23420245855911 51.1350989936014)
80004,Yield,3.0,POINT (-114.19123910458887 51.139966278117754)
80007,Yield,1.0,POINT (-113.9834303161215 50.93213204276997)
80033,Stop,4.0,POINT (-113.97651764588724 51.09179334898449)
80034,Stop,3.0,POINT (-114.04219430887247 50.94509124238836)
80050,Yield,3.0,POINT (-114.12580515861002 51.00312921393932)
80054,Stop,2.0,POINT (-113.98947748568904 50.94058442323519)
80061,Yield,3.0,POINT (-114.0164672297056 50.930379032252745)
80079,Yield,3.0,POINT (-113.93115288461708 51.11253770795074)
80082,Yield,3.0,POINT (-114.17147944155634 51.04115088287837)
80085,Yield,3.0,POINT (-114.07366705549843 51.16912146863755)
80088,Yield,1.0,POINT (-114.27145604172232 51.08442603638322)
80095,Stop,4.0,POINT (-114.04242357614324 51.06333897011272)
80119,Yield,3.0,POINT (-113.95130347720304 50.92294811344837)
80121,Yield,0.0,POINT (-113.96442655998219 51.041033294772994)
80122,Stop,5.0,POINT (-114.2805209387331 51.1251594215983)
80124,Stop,2.0,POINT (-114.1887548945493 51.02089828851174)
80135,Yield,4.0,POINT (-113.9515035607071 50.99411212664753)
80141,Yield,3.0,POINT (-114.01405494969076 50.88136986024586)
80143,Yield,3.0,POINT (-114.00228308575413 50.855161392582545)
80150,Yield,3.0,POINT (-114.2269887640989 51.018940319411136)
80172,Stop,2.0,POINT (-114.10597296414232 51.14649549133513)
80189,Yield,1.0,POINT (-114.02198444217943 51.03054963530391)
80197,Stop,3.0,POINT (-114.08166100939259 51.036093151446394)
80212,Stop,1.0,POINT (-114.0772374088501 51.06230527950065)
80219,Yield,3.0,POINT (-114.05194303602846 50.97789236228886)
80223,Stop,4.0,POINT (-113.96151305973356 51.076268100491085)
80225,Stop,2.0,POINT (-114.20336558373701 51.08562034081076)
80233,Stop,3.0,POINT (-114.10529015874958 50.907912783687415)
80239,Stop,1.0,POINT (-114.07879055901786 50.99314068598485)
80249,Yield,3.0,POINT (-113.98726326209317 50.89107516249894)
80263,Yield,1.0,POINT (-114.08587090188652 51.05174491858042)
80273,Yield,3.0,POINT (-114.12934433753703 50.96292793693243)
80274,Stop,4.0,POINT (-114.05771576199122 51.05897138655288)
80287,Yield,3.0,POINT (-114.22196781243102 51.06434042190477)
80289,Stop,3.0,POINT (-114.10901399366652 50.91130044381366)
80290,Yield,0.0,POINT (-114.10291648087299 51.0456941457275)
80297,Yield,3.0,POINT (-114.2208479940432 51.07494669965077)
80313,Stop,3.0,POINT (-114.0719485539578 51.002404836676945)
80321,Stop,3.0,POINT (-114.01469517724674 51.07510658795705)
80323,Yield,3.0,POINT (-113.9799791046691 51.0928827512847)
80329,Stop,3.0,POINT (-113.93196504894061 51.04250156976863)
80330,Stop,3.0,POINT (-114.09751175736814 51.0230712285139)
80336,Stop,1.0,POINT (-114.07981906294252 51.065319746851635)
80341,Yield,3.0,POINT (-114.08856040526723 51.09016302418157)
80342,Stop,4.0,POINT (-114.10472505663824 50.94161092318821)
80347,Stop,3.0,POINT (-114.18047706130967 51.14259386536961)
80354,Yield,0.0,POINT (-114.07237593855447 51.04176452037527)
80355,Yield,1.0,POINT (-114.16119522833583 51.138946100673046)
80390,Stop,1.0,POINT (-114.10954255454952 50.961521940121195)
80395,Yield,3.0,POINT (-114.01771765661428 51.14316228046488)
80400,Stop,0.0,POINT (-114.07516078820525 50.89977532960346)
80414,Stop,3.0,POINT (-114.05316396801241 51.01377414409822)
80433,Stop,3.0,POINT (-113.93195773679135 51.08169049365311)
80444,Yield,3.0,POINT (-114.00919538862075 50.947087750092415)
80450,Yield,3.0,POINT (-114.0831691956132 50.88368174349527)
80451,Stop,1.0,POINT (-113.97133323666095 50.90049289830221)
80455,Yield,2.0,POINT (-114.1138823489866 50.899037885997004)
80460,Stop,3.0,POINT (-114.15190078758778 51.092765763550375)
80466,Yield,4.0,POINT (-114.17112789642562 51.06291715738637)
80484,Stop,0.0,POINT (-114.05532081466956 51.04996737774376)
80492,Yield,3.0,POINT (-114.11120241710144 50.89725768226573)
80493,Yield,1.0,POINT (-113.95587504342099 51.134193614809995)
80496,Stop,1.0,POINT (-114.02405900569376 50.848613837891826)
80499,Yield,1.0,POINT (-114.1855970389565 51.01440226239942)
80500,Stop,0.0,POINT (-114.05160249978358 51.052070728525926)
80508,Yield,3.0,POINT (-113.97905988483781 50.9061147386579)
80525,Yield,1.0,POINT (-113.93545017422367 51.05259460370718)
80537,Stop,0.0,POINT (-114.07650151136822 51.008855259853746)
80546,Stop,3.0,POINT (-114.07809429062608 51.02158645737939)
